price,artist,source_artwork
1340163.5,Auguste Rodin,The Burghers of Calais
53184.74609375,Frida Kahlo,The Bus 1929
5365333.5,Paul Signac,"The Canal Saint-Martin, 1933"
3931.537353515625,(after) William Etty,The Captive
50061636.0,Jacopo Tintoretto,The Capture of Constantinople in 1204
1320676.375,David The Younger Teniers,The Card Players
107.88809967041016,Ulpiano Checa y Sanz,The Card Players
42688.05859375,Frederic Remington,The Cavalry Charge
9472.7421875,Caspar David Friedrich,The Cemetery Entrance 1825
1758270.0,Pieter the Elder Bruegel,The Census at Bethlehem (detail) 8
14074.154296875,Pieter the Elder Bruegel,The Census at Bethlehem (detail) 9
14767.4619140625,Pieter the Elder Bruegel,The Census at Bethlehem
1070664.5,Sandro Botticelli,The Cestello Annunciation
9051.185546875,Gaston de La Touche,The Champagne
1163305.25,Sir David Wilkie,"The Chelsea Pensioners Reading the Waterloo Dispatch, 1822"
3931.537353515625,Mary Cassatt,The Childs Bath
612.0128784179688,Paul Sandby,The Chinese Junk being removed from the Thames
3742.8583984375,Nicolas Poussin,The Choice of Hercules
39899.65625,William Hogarth,The Cholmondeley Family
643055.4375,William Blake,The Christ Child riding on a Lamb
3931.537353515625,Girolamo Francesco Maria Mazzola (Parmigianino),"The Circumcision, c.1523"
1297179.25,Robert Frederick Blum,The Circus Performers
4781766.5,Salvador Dali,The City of the Drawers
3931.537353515625,Gustave Courbet,"The Clairvoyant or, The Sleepwalker, c.1865"
287453632.0,Arthur von Ferraris,"The Coffee House, Cairo"
11379022.0,Salvador Dali,The Colossus of Rhodes
56646.78515625,Jacques Louis David,The Combat of Mars and Minerva 1771
231204.328125,Jean-Honore Fragonard,The Confession of Love 1771
203552.953125,Pieter the Elder Bruegel,The Conversion of Saul 1567
17756408.0,Girolamo Francesco Maria Mazzola (Parmigianino),The Conversion of St Paul
143535.984375,Jean-Baptiste-Simeon Chardin,The Copper Drinking Fountain c. 1734
205754.484375,"Bartlett, William Henry","The Cork River from below Glanmire Road, County Cork, Ireland"
9674.1787109375,Pieter the Elder Bruegel,The Corn Harvest (detail)
17025.765625,Giotto Di Bondone,The Coronation of the Virgin
5524314.0,Jacques Louis David,The Courtship of Paris and Helen
40602.0234375,Berthe Morisot,The Cradle 1872
6669647.5,Caravaggio,The Creation of Adam
6674.466796875,Eustache Le Sueur,The Creation of the World
184477.59375,Armand Guillaumin,The Creuse In Autumn
401447.09375,Melchior de Hondecoeter,The Crow Exposed
528955.4375,Guido Reni,The Crown of Thorns
10067612.0,Louis de Caullery,The Crucifixion On Mount Calvary
4342943744.0,(after) Philippe De Champaigne,The Crucifixion
5920594.5,Jacopo Tintoretto,The Crucifixion of Christ
22564.46875,"Bartlett, William Henry","The Custom House, Limerick, Ireland"
31475.453125,Sir David Wilkie,"The Cut Finger, engraved by Joly, c.1830-40"
1927.717041015625,Annibale Carracci,The Cyclops Polyphemus
205443.3125,Odilon Redon,The Cyclops
3743627.75,Edgar Degas,The Dance Class 1873-76
33752404.0,Pieter the Elder Bruegel,The Dance around the May Pole
11188.9970703125,Ivan Konstantinovich Aivazovsky,The Daryal canyon
113199.671875,John William Godward,The Day Dream
13822480.0,Giuseppe Pellizza da Volpedo,"The Dead Child, 1896-1902"
3931.537353515625,Giovanni Bellini,The Dead Christ Supported By Two Angels
150553.28125,Franz Marc,The Dead Sparrow
276.0559387207031,Victor Honore Janssens,The Death Of Caesar
9314.63671875,Jacques Louis David,The Death Of Marat (detail 2) 1793
5246.02294921875,Odilon Redon,The Death Of Ophelia
5565868.5,Albrecht Durer,The Death Of Orpheus
36285.3828125,Jacques Louis David,The Death of Marat (detail 1) 1793
1584733.125,Theodor Van Thulden,The Death of Phaeton
419619.4375,Eustache Le Sueur,The Death of Raymond Diocres from the Life of St Bruno
25979.0,Eugene Delacroix,The Death of Sardanapalus
9709.736328125,Jacques Louis David,The Death of Socrates
1050193.25,Tiziano Vecellio,The Death of St Peter Martyr (draw)
19790.111328125,Franz Xavier Winterhalter,The Decameron
9027648.0,Frida Kahlo,The Deceased Dimas Rosas Aged Three 1937
253396.296875,Jacopo Tintoretto,The Deliverance of Arsinoe c. 1560
3931.537353515625,Michelangelo Buonarroti,The Deluge (detail-1) 1508-09
9968.9697265625,Peter Paul Rubens,The Departure of Lot and his Family from Sodom
238596.765625,William Blake,The Descent Of Christ
1343573.875,Paul Signac,The Dining Room 1887
3931.537353515625,Salvador Dali,The Disintegration of the Persistence of Memory
115296.0234375,John Tenniel,The Divorce Shop
65130.13671875,Edouard   Vuillard,"The Doctor Henri Vaquez (1860-1936) cardiologist, 1924"
1776603.375,Henriette Ronner-Knip,The Dog Cart
18983.328125,Pierre Auguste Renoir,The Doges Palace Venice
193427.5,Albrecht Durer,The Dragon with Seven Heads
8129316864.0,Franz Marc,The Dream
3931.537353515625,Michelangelo Buonarroti,The Dream of Human Life
1324950.625,Tamara de Lempicka,"The Dream, 1927"
1491.29931640625,Peter Paul Rubens,The Drunken Hercules c. 1611
62421.20703125,Charles Robert Leslie,The Duchess of Sutherland in her Coronation Robes 1839
861921.6875,Correggio (Antonio Allegri),The Education of Cupid 1528
120096.9296875,Peter Paul Rubens,The Elevation Of The Cross
1228.735595703125,Jean-Antoine Watteau,The Embarkation for Cythera 1717
3931.537353515625,Egon Schiele,The Embrace (The Loving)
408409.1875,Franz Xavier Winterhalter,The Empress Eugenie
165798.09375,Franz Xavier Winterhalter,The Empress Maria Alexandrovna of Russia
5354124.0,Alexandre Evariste Fragonard,The Empress Maria Theresa 1717-80 presenting the future Joseph II to the Magnates of Hungary
327150.75,Peter Monamy,The English Fleet At Sea
27333.126953125,William Hogarth,The Enraged Musician 2
128560.203125,Sir David Wilkie,"The Entrance of George IV (1762-1830) at Holyroodhouse, 1828"
24645.91796875,(after) (Giovanni Antonio Canal) Canaletto,"The Entrance of the Grand Canal, Venice"
21037.873046875,Canaletto,"The Entrance to the Grand Canal, Venice, c.1730"
30154700.0,(after) (Giovanni Antonio Canal) Canaletto,"The Entrance to the Grand Canal, Venice, with the church of Santa Maria della Salute"
40936.58984375,Joseph Mallord William Turner,"The Eruption of the Soufriere Mountains in the Island of St. Vincent, 30th April 1812"
3931.537353515625,Auguste Rodin,The Eternal Idol
12510.318359375,John Linnell,The Eve of the Deluge
5627.85009765625,Raphael,The Expulsion of Heliodorus from the Temple
102228.375,Arthur Rackham,"The Fairies Thing, illustration from A Midsummer Nights Dream, pub. by Heineman, 1908"
3952547.25,William Merritt Chase,The Fairy Tale (or A Summer Day)
102153.4375,William Henry Hunt,The Faithful Old Servant
5049.6240234375,Odilon Redon,The Fall of Icarus
37926.578125,Jacopo Tintoretto,The Fall of Manna
95631.8984375,Peter Paul Rubens,The Fall of Phaeton 1605
142297.46875,Joseph Mallord William Turner,The Fall of an Avalanche in the Grisons 1810
3931.537353515625,William Blake,The Fall of man
95723.046875,Paolo Veronese (Caliari),The Family of Darius before Alexander 1565-70
731451.125,Paolo Veronese (Caliari),"The Family of Darius before Alexander the Great (356-23 BC) illustration from Lives of Great Men Told by Great Men, edited by Richard Wilson, c.1920s"
31426.2578125,Charles-Francois Daubigny,The Farm
68564.453125,Alexandre Evariste Fragonard,The Fatal Hour Fantastic Subject II
10013.0947265625,Alexandre Evariste Fragonard,The Fatal Hour Fantastic Subject
31013916.0,Paolo Veronese (Caliari),The Feast in the House of Levi
7362.1416015625,Giovanni Bellini,The Feast of the Gods 1514
173419.1875,David The Younger Teniers,"The Feast of the Prodigal Son, 1644"
75823.3984375,Jean-Honore Fragonard,The Fete at Rambouillet or The Island of Love
327117.375,Jean-Honore Fragonard,The Fete at Saint Cloud
52527.54296875,Alexandre Evariste Fragonard,The Fiancee of the King of Garbe the Tree
472431.0625,David The Younger Teniers,"The Fiddler, 1633"
3931.537353515625,Gaston de La Touche,The First Born
110738.96875,Franz Xavier Winterhalter,The First of May 1851 2
57.4282112121582,Gustave Courbet,The Fishing Boat 1865
1832803.125,Horatio Henry Couldery,The Fishing Party 2
20415524.0,Caravaggio,The Flagellation of Christ
3073.927001953125,Rembrandt Van Rijn,The Flayed Ox 1655
36490600.0,Tiziano Vecellio,The Flaying of Marsyas 1575-76
16551.380859375,"Bartlett, William Henry","The Floating Bridge, Istanbul"
56600.45703125,Charles-Francois Daubigny,The Flood Gate at Optevoz 1859
182496.75,Paul Sandby,"The Flower Garden at Nuneham Courtenay, Oxfordshire, 1777"
74957.46875,William Henry Hunt,The Flower Girl
15161.2958984375,Paul-Gustave Fischer,"The Flower Market, Copenhagen"
925907.0625,Joseph Nash,The Foreign Nave at the Great Industrial Exhibition of 1851
842549.625,Allan Ramsay,The Forest in Winter at Sunset 1845
1874244.125,Georges Lacombe,The Forest with Red Earth
54992.45703125,Theodor Van Thulden,The Forge of Vulcan
4204079.5,Gaston de La Touche,The Fountain
58186.28515625,John Singer Sargent,"The Fountain, Villa Torlonia, Frascati, Italy"
855231.3125,"Bartlett, William Henry","The Four Courts, Dublin"
10114.7724609375,William Holbrook Beard,The Four Seasons Winter
3931.537353515625,Albrecht Durer,The Four Witches (or Judgment of Paris)
57875.32421875,Giuseppe Pellizza da Volpedo,"The Fourth Estate, 1898-1901"
90934.6328125,Childe Hassam,"The Fourth of July, 1916"
86980.8828125,Eustache Le Sueur,The Friends Reunion
136229.703125,William (Turner of Oxford) Turner,"The Garden and Fellows Building of Corpus Christi College, Oxford"
3431.487060546875,Carl Larsson,The Gate
257999.359375,Federico de Madrazo y Kuntz,The General Duke of San Miguel 1854
144897.984375,Jan Vermeer Van Delft,The Geographer c. 1668
173495.453125,Jan Van Eyck,The Ghent Altarpiece (wings open) 1432
4296173.5,Jan Van Eyck,The Ghent Altarpiece- Adoration of the Lamb (detail 9) 1425-29
2763.19873046875,Jan Van Eyck,The Ghent Altarpiece- Eve (detail 2) 1425-29
25465.904296875,Jan Van Eyck,The Ghent Altarpiece- Eve 1425-29
17957730.0,Jan Van Eyck,The Ghent Altarpiece- Mary of the Annunciation 1432
151744.953125,Jan Van Eyck,The Ghent Altarpiece- Singing Angels (detail 1) 1427-29
11269708.0,Jan Van Eyck,The Ghent Altarpiece- Virgin Mary (detail) 1426-29
43719.05078125,William Blake,The Ghost of a Flea
40135.0859375,Jean-Francois Millet,The Gleaners
23200.064453125,Joseph Mallord William Turner,The Golden Bough
24534868.0,David The Younger Teniers,The Good Shepherd
110851.9296875,William Blake,The Good and Evil Angels struggling for possession of a child
58204.9375,Jean-Francois Millet,"The Goose Girl at Gruchy, 1854-56"
286669.65625,Auguste Joseph Marie De Mersseman,The Governess
5508.94384765625,William Hogarth,The Graham Children
35329.75390625,(after) (Giovanni Antonio Canal) Canaletto,The Grand Canal
16727.50390625,Joseph Mallord William Turner,"The Grand Canal, Venice 1835"
140530.5,(after) (Giovanni Antonio Canal) Canaletto,"The Grand Canal, Venice, looking south from the Palazzi Foscari and Moro-Lin to the Church of Santa Maria della Carita"
10574.90625,(after) (Giovanni Antonio Canal) Canaletto,"The Grand Canal, Venice, with a view of Saint Jeremia, the Palazzo Labia and the entrance to the Cannareggio"
66740.3046875,(after) (Giovanni Antonio Canal) Canaletto,"The Grand Canal, looking south-west from the Rialto Bridge to the Palazzo Foscari"
668469.75,Thomas Moran,The Grand Canyon of the Yellowstone 2
1512836.5,Joseph Nash,The Grand Reception at Windsor
4675.892578125,Joseph Mallord William Turner,"The Great Falls of the Reichenbach, 1804"
20757046.0,Salvador Dali,The Great Masturbator
3931.537353515625,William Blake,The Great Red Dragon and the Woman Clothed with the Sun 1805-1810
27834.37109375,Joseph Nash,The Green Drawing Room at Windsor 1846
3931.537353515625,Georges Lacombe,The Green Wave
269838.0,Charles Robert Leslie,The Grosvenor Family 2
1699057.0,Charles Robert Leslie,The Grosvenor Family 3
1366353.375,Charles Robert Leslie,The Grosvenor Family
15853.7998046875,Winslow Homer,The Gulf Stream
19023.490234375,Paul Sandby,"The Gunpowder Magazine, Hyde Park, c.1790"
230.25732421875,Jean-Baptiste-Camille Corot,"The Gust of Wind, c.1865-70"
30798.060546875,Pierre Auguste Renoir,The Harem Aka Parisian Women Dresses As Algerians
1081880.0,(after) Hieronymus Bosch,The Harrowing of Hell
76746.234375,John Linnell,The Harvest Cradle Noontide 1859
26400.015625,George Stubbs,The Harvest Wagon
13601.919921875,John Constable,"The Hay Wain, 1821"
29232.412109375,Girolamo Francesco Maria Mazzola (Parmigianino),"The Head Of A Woman, Looking Down To The Left"
502739.125,Peter Paul Rubens,The Head of Medusa c. 1617
79311544.0,Peter Paul Rubens,The Hermit and the Sleeping Angelica 1626-28
117641.1328125,(after) Harmenszoon Van Rijn Rembrandt,The Holy Family Seated In An Interior
90980752.0,Anton Raphael Mengs,"The Holy Family with St. Elizabeth, St. John the Baptist and two angels"
947835.375,Caravaggio,The Holy Family with St. John the Baptist
5931841.0,Thomas Gainsborough,The Hon Mrs Graham
154722.515625,Rosa Bonheur,The Horse Fair 2
70960.1796875,Theodore Gericault,The Horse Race
18878.380859375,Bartolome Esteban Murillo,The Immaculate Conception
161.04212951660156,Alexandre Evariste Fragonard,The Immured
1886.08251953125,Rembrandt Van Rijn,The Incredulity of St Thomas 1634
8246.4345703125,Gilbert Gaul,The Indian Prisoner
3931.537353515625,Bartolome Esteban Murillo,The Infant Saint John the Baptist
94357.796875,Sir Joshua Reynolds,The Infant Samuel
5048.56982421875,Frederick Judd Waugh,The Inlet
16026865.0,Nicolas Poussin,The Inspiration of the Poet c. 1630
31892.033203125,Henriette Ronner-Knip,The Intruder
17872.5859375,Paul Sandby,"The Iron Forge near Dolgelli and Barmouth in Merionethshire, from Twelve Views in Wales, 1776"
192145.28125,Horatio Henry Couldery,The Jealous Visitors
189689.15625,Charles Henri Leickert,The Jewish quarter in Amsterdam
742545.5,Jean-Honore Fragonard,The Joys of Motherhood
402990912.0,Peter Paul Rubens,The Judgment of Paris c. 1625
15710.5009765625,English Provincial School,The Kill
244491.921875,Edvard Munch,The Kiss 2
3931.537353515625,Theodore Gericault,The Kiss 2
3931.537353515625,Auguste Rodin,The Kiss [detail]
10647054.0,Gustav Klimt,The Kiss
296156.21875,Gaston de La Touche,The Kiss of the Sun
568081.9375,Jan Vermeer Van Delft,The Kitchen Maid
5543255.0,Carl Larsson,The Kitchen
5325.080078125,Frederick Judd Waugh,The Knight of the Holy Grail
18544.234375,George Inness,The Lackawanna Valley (detail) 1855
165389.09375,Sir Joseph Noel Paton,"The Lady of Shalott, 1832"
172957.5625,"(after) Dyck, Sir Anthony van",The Lamentation
292945.5,Peter Monamy,The Landing of the Prince of Orange
3931.537353515625,William Blake,"The Laocoon as Jehovah with Satan and Adam, c.1820"
63145.55859375,(after) Hieronymus Bosch,The Last Judgement
327073.0625,Alexandre Evariste Fragonard,The Last Moments of Charles Ferdinand of France 1778-1820 in the Administration Room of the Paris Opera House
135275.0625,Leonardo Da Vinci,The Last Supper (2) 1498
1223.184326171875,Gaston de La Touche,The Last Supper
1479394432.0,Peter Paul Rubens,The Last Supper
3844.010498046875,Charles Robert Leslie,The Last Throw
1516656.0,Robert Henri,The Laughing Boy (Jobie)
107870.828125,Henri De Toulouse-Lautrec,The Laundress
98284.4140625,Carl Larsson,The Lazy Corner
183436.21875,Arthur von Ferraris,The Learned Man Of Cairo
13968.5576171875,Angelica Kauffmann,The Legend of Cupid and Psyche
4490178.0,Alexandre Evariste Fragonard,The Letter Scene from the opera The Barber of Seville
108477.21875,Raphael,The Liberation of St Peter
10083563.0,Jacques Louis David,The Lictors Bring to Brutus the Bodies of His Sons (detail)
36971052.0,Paul Signac,The Lighthouse at Gatteville
24411.87890625,Rosa Bonheur,The Lion at Home 1881
103557.671875,Bartolome Esteban Murillo,The Little Fruit Seller 1670-75
10673.1953125,Berthe Morisot,The Little Maid Servant
1618928640.0,Pieter the Elder Bruegel,The Little Tower of Babel c. 1563
3931.537353515625,Paul Gauguin,The Loss Of Virginity Aka The Awakening Of Spring
428258.65625,Jean-Honore Fragonard,The Love Letter 1770s
156854.171875,John William Godward,The Love Letter 2
12832.8125,Giuseppe Pellizza da Volpedo,"The Love of Life, 1901"
8300.94921875,Jean-Honore Fragonard,The Lover Crowned 1771-73
81844.3359375,Pierre Auguste Renoir,The Lovers
11548.9873046875,Caravaggio,The Lute Player c. 1600
100455.234375,John Tenniel,"The Mad Hatters Tea Party, illustration from Alice in Wonderland by Lewis Carroll 1832-9"
1806983.375,Arthur Rackham,"The Mad Hatters Tea Party, illustration to Alices Adventures in Wonderland by Lewis Carroll 1832-98, 1907"
15922.392578125,Raphael,The Madonna Of The Chair
3179967.75,Raphael,The Madonna and Child 5
1297262.125,Correggio (Antonio Allegri),The Madonna and Child with Saints Jerome and Mary Magdalene and angels
292313.40625,Jan Van Eyck,The Madonna with Canon van der Paele (detail 2) 1436
612395.9375,Jan Van Eyck,The Madonna with the Carthusians
19412.59375,Martin Johnson Heade,The Magnolia Blossom
4065.60546875,Pieter the Elder Bruegel,The Magpie on the Gallows 1568
10183935.0,Raja Ravi Varma,The Maharashtrian Lady
20141.1953125,William Henry Hunt,The Maid and the Magpie A Cottage Interior at Shillington Bedfordshire
159751.65625,Sir Joseph Noel Paton,"The Man with the Muck Rake, 1875-79"
9366771.0,Mary Cassatt,The Mandolin Player
142587.359375,Childe Hassam,The Manhattan Club (The Stewart Mansion) 1891
55905.1484375,Robert Henri,The March Wind
402135.6875,Thomas Gainsborough,The Market Cart
85254.4375,Paolo Veronese (Caliari),"The Marriage Feast at Cana, detail of Christ and musicians, c.1562"
23320642.0,Paolo Veronese (Caliari),"The Marriage Feast at Cana, detail of banqueting table with man in a green robe and dwarf with a parrot, c.1562"
2161645.0,Paolo Veronese (Caliari),The Marriage at Cana 1563
3557772.75,William Hogarth,The Marriage of Stephen Beckingham and Mary Cox c. 1729
3931.537353515625,Correggio (Antonio Allegri),The Martyrdom Of Four Saints
10474.236328125,Eustache Le Sueur,The Mass of St Martin of Tours
4539644416.0,Eugene Delacroix,The Massacre of Chios
35024048128.0,Nicolas Poussin,The Massacre of the Innocents
387130.09375,Guido Reni,The Mater Dolorosa
13234.666015625,Paul Sandby,"The Meteor of August 18, 1783, as seen from the East Angle of the North Terrace, Windsor Castle, 1783"
207103.0,Grant Wood,The Midnight Ride of Paul Revere 2
1409592448.0,Grant Wood,The Midnight Ride of Paul Revere
1951.9281005859373,Jan Vermeer Van Delft,The Milkmaid (detail-2) c. 1658
274575.25,Jan Vermeer Van Delft,The Milkmaid (detail-3) c. 1658
4124.96142578125,Jan Vermeer Van Delft,The Milkmaid
5976609.0,(after) Philippe De Champaigne,The Miracle Of St Arnould
694726.0625,Arthur Heyer,The Mischievous Kittens
332823.75,Thomas Gainsborough,The Misses Sloper
4493858.0,John Tenniel,"The Mock Turtle and the Gryphon, illustration from Alice in Wonderland by Lewis Carroll 1832-9"
101248.2265625,Canaletto,"The Molo from the Bacino di San Marco, Venice, 1747-50"
9124816.0,Jean-Baptiste-Simeon Chardin,"The Monkey Antiquarian, 1740"
65048.69921875,Caspar David Friedrich,The Moon Rising over the Sea
2338606.25,Alphonse Maria Mucha,The Moon. From The Moon and the Stars Series. 1902
21447.060546875,Peter Monamy,The Morning Gun
35106.0703125,Peter Monamy,The Morning Gun two-decker man-o-war with other ships
5421.34765625,William Merritt Chase,The Moroccan Girl
56952.08203125,Joseph Farquharson,The Moss - Poolewe
10466.267578125,Henri De Toulouse-Lautrec,The Mother Of The Artist
5898.20068359375,Edvard Munch,The Murderer in the Lane
257245.109375,Edvard Munch,The Murderer
1321.0216064453125,Eustache Le Sueur,The Muse Terpsichore 1652-55
3931.537353515625,Eustache Le Sueur,The Muses Melpomene Erato and Polymnia
116120.09375,Girolamo Francesco Maria Mazzola (Parmigianino),The Mystic Marriage of Saint Catherine 1525-27
8317785.0,Fernando Botero,The Nap
146.01681518554688,Bartolome Esteban Murillo,The Nativity with the Annunciation to the Shepherds beyond
165008.453125,Horatio Henry Couldery,The New Arrival
85147.0234375,Fernando Botero,The Notary
2326101.5,Nicolas Poussin,The Nurture of Bacchus (detail) 1630-35
1118.1429443359375,Frederick Judd Waugh,The Ocean
1106555.25,Gustave Caillebotte,The Orange Trees
2081817.25,Charles-Francois Daubigny,The Orchard at Sunset
18349.98046875,John Linnell,The Orchard
216540240.0,William Hogarth,The Orgy c. 1735
235605.734375,Theodore Gericault,The Page Mazeppa
42599872.0,William Hogarth,The Painter and his Pug 1745
862618.25,Pieter the Elder Bruegel,The Parable of the Blind Leading the Blind
997140.375,Gustave Caillebotte,The Park At Yerres
10804.353515625,Angelica Kauffmann,The Parting of Abelard and Heloise
1298022.0,Sir Henry Raeburn,The Paterson Children
41096.421875,Pieter the Elder Bruegel,The Peasant Dance 1568
6300469.0,Jean-Francois Millet,"The Peasant Family, 1871-72"
488177.03125,Sir David Wilkie,"The Pedlar, 1814"
3931.537353515625,Anton Raphael Mengs,The Penitent Magdalene 1752
479364.875,Salvador Dali,The Persistence of Memory
671192.3125,George Wesley Bellows,The Picnic
19307.46484375,Robert Frederick Blum,The Picture Book
32199.66015625,David The Younger Teniers,The Picture Gallery of Archduke Leopold Wilhelm 1614-62 in Brussels
197580.421875,Paul Signac,"The Pink Cloud, Antibes"
198292.09375,James Jacques Joseph Tissot,The Plague Of Locusts
107284.6171875,Nicolas Poussin,The Plague of Ashdod - detail
19381.9609375,William (Turner of Oxford) Turner,"The Plains of Marathon, Greece"
219851.34375,John William Godward,The Playground
1692574.875,Cassius Marcellus Coolidge,The Poker Game
593446.9375,Tamara de Lempicka,"The Polish Girl, 1933"
39910.0,Camille Pissarro,The Port of Le Havre - High Tide
178895.109375,Odilon Redon,The Pot Of Geraniums
28644.623046875,Jean-Francois Millet,"The Potato Harvest, 1855"
10894.505859375,Jean-Victor Schnetz,"The Prayer to the Madonna, 1831"
136611.8125,Sir David Wilkie,"The Preaching of John Knox, c.1837"
3845.642333984375,Charles Robert Leslie,The Present
24908788.0,Jacopo Tintoretto,The Presentation of Jesus in the Temple
16010122.0,James Jacques Joseph Tissot,The Princesse De Broglie
78916.3828125,Pieter the Elder Bruegel,The Procession To Calvary
9529.28125,Giuseppe Pellizza da Volpedo,"The Procession, 1892-95"
14041.73828125,Gaston de La Touche,The Prodigal Son
136324.3125,Peter Paul Rubens,The Prophet Elijah Receiving Bread and Water from an Angel 1625-28
48204172.0,Michelangelo Buonarroti,The Prophet Zachariah 1508-12
17086204.0,Sandro Botticelli,The Punishment of Korah and the Stoning of Moses and Aaron (detail 2) 1481-82
3769.757568359375,Sir Joseph Noel Paton,The Pursuit Of Pleasure - A Vision Of Human Life
40456.1171875,Jean-Honore Fragonard,The Pursuit
1013537.8125,Salvador Dali,The Pyramids and the Sphinx of Gizeh
58240560.0,Sir Joseph Noel Paton,The Quarrel of Oberon and Titania 1849
1077.462158203125,"Bartlett, William Henry","The Quay at Waterford, Ireland"
80329.015625,(after) (Giovanni Antonio Canal) Canaletto,"The Quay of the Dogana and the Giudecca Canal, Venice, the Churches of San Giovanni Battista and the Zitelle beyond"
1725304.75,John Tenniel,"The Queen has come! And isnt she angry., illustration from Alice in Wonderland by Lewis Carroll 1832-98"
6256.99365234375,John Frederick Herring Snr,The Rabbit Hutch
3931.537353515625,Theodore Gericault,The Raft of the Medusa (detail) 1818-19
497735.21875,Theodore Gericault,The Raft of the Medusa 1818-19
100804.171875,Theodore Gericault,The Raft of the Medusa
7814.49462890625,Guido Reni,The Rape of Europa
40538364.0,Paolo Veronese (Caliari),The Rape of Europa
46402792.0,Michelangelo Buonarroti,The Rape of Ganymede c. 1533
92497.8203125,Eustache Le Sueur,The Rape of Tamar probably ca 1640
185180.546875,Jean-Baptiste-Simeon Chardin,"The Ray or, The Kitchen Interior, 1728"
27913.69140625,Alexandre Evariste Fragonard,The Recalling of Childeric
29709.35546875,Ernst Ludwig Kirchner,The Red Tower in Halle
2150808.0,Edgar Degas,The Rehearsal on Stage
440019.1875,Gaston de La Touche,The Relics
32549704.0,Rosa Bonheur,The Return from the Harvest
445365.21875,Nicolas Poussin,The Return of the Holy Family from Egypt
18936.8046875,Rembrandt Van Rijn,The Return of the Prodigal Son (detail -4) c. 1669
2409.0166015625,Rembrandt Van Rijn,The Return of the Prodigal Son c. 1669
7452.84619140625,Sir Henry Raeburn,The Reverend Robert Walker Skating
21464.126953125,(after) Harmenszoon Van Rijn Rembrandt,The Risen Christ
13184169.0,(after) (Giovanni Antonio Canal) Canaletto,"The Riva degli Schiavoni, Venice, looking East"
8435.8115234375,John Linnell,The River Kennet near Newbury 1815
977693.5,Charles-Francois Daubigny,"The River Seine at Mantes, c.1856"
276152.21875,Armand Guillaumin,The Road of Damiette
13807.794921875,Alfred Sisley,"The Road to Hampton Court, 1895"
81756.4140625,Frederick Judd Waugh,The Roaring Forties 1908
3931.537353515625,Jean-Baptiste-Camille Corot,The Roman Odalisque (Marietta) 1843
13692.896484375,Peter Monamy,"The Royal Yacht Carolina, with King George I on board, returning to England in 1726"
10817.302734375,Peter Monamy,The Royal Yacht Dublin
36837.15234375,Caspar David Friedrich,The Ruins Of Eldena 1825
15422.111328125,"Bartlett, William Henry","The Ruins at Glendalough, County Wicklow, Ireland"
65083.62890625,Louis de Caullery,The Sack Of Troy
6104987.5,Salvador Dali,The Sacrament of the Last Supper 2
4100.90966796875,Salvador Dali,The Sacrament of the Last Supper
529349824.0,Caravaggio,The Sacrifice of Isaac (detail 2) 1601-02
10699.662109375,Jean-Baptiste-Simeon Chardin,"The Scullery Maid, 1738"
5610517.0,Albrecht Durer,The Sea Monster
13579.3291015625,Caspar David Friedrich,The Sea of Ice 1824
12600.0224609375,Jean-Honore Fragonard,The See-Saw
1013102.875,Armand Guillaumin,"The Seine, 1867-68"
63140.38671875,Eustache Le Sueur,The Sermon of St Paul at Ephesus
10722028.0,Pieter the Elder Bruegel,The Seven Acts of Charity
273019.53125,Georg Balthasar Probst,The Seven Wonders of the World
31921.94140625,Jean-Francois Millet,The Shepherd at the Fold by Moonlight
1294047.125,Salvador Dali,The Ship
26520.990234375,Ivan Konstantinovich Aivazovsky,The Shipwreck 1873
399841.1875,Ivan Konstantinovich Aivazovsky,The Shipwreck 6
21677.53515625,Ivan Konstantinovich Aivazovsky,The Shipwreck I
27026.71875,Jean-Honore Fragonard,The Shirt Withdrawn
241525.796875,James Jacques Joseph Tissot,The Shop Girl
4054.172119140625,Albert Bierstadt,The Shore Of The Turquoise Sea
231409.03125,Joseph Farquharson,The Shortening Winters Day is Near a Close
3126102.0,William Hogarth,The Shrimp Girl c. 1740
7582.6181640625,William Henry Hunt,The Shy Sitter
589586.1875,Caravaggio,"The Sick Bacchus, detail of peaches and grapes, 1591"
229552.328125,Paul Gauguin,The Siesta
18726.80859375,Joseph Farquharson,"The Silence of the Snow - Bucket Mill, on the Feugh, Finzean"
104611.734375,Joseph Farquharson,The Silent Evening Hour
5924090.5,Robert Frederick Blum,The Silk Merchant
147496.234375,Jean-Baptiste-Simeon Chardin,"The Silver Goblet, c.1768"
3931.537353515625,Auguste Rodin,The Sinner
21961980.0,Pieter the Elder Bruegel,The Slaughter of the Innocents 1565-66
641572.5,Alphonse Maria Mucha,"The Slavs in Their Original Homeland, 1912"
2521378.75,Annibale Carracci,The Sleep of Venus
153228.390625,Frederic Remington,The Smoke Signal
6154.54443359375,Sir David Wilkie,The Smugglers Return
31469.6875,Charles-Francois Daubigny,"The Snow, 1873"
25066734.0,Francisco De Goya y Lucientes,The Snowstorm
59575.05859375,Thomas Ralph Spence,The Song of Pheme
703221.0625,Gustave Courbet,The Source of the Loue River
574.5776977539062,Joseph Nash,"The South Drawing Room, Levens Hall, Westmorland"
9637.0322265625,Jean-Francois Millet,"The Sower, 1847-48"
403598.34375,Louis de Caullery,The Spanish Concert or The Gallant Rest
