price,artist,source_artwork
3931.537353515625,Istvan Csok,Honni soit qui mal y pense 1925
2034.13427734375,Albert Edelfelt,Horace and Lydia (study)
420313.9375,Henri De Toulouse-Lautrec,Horse Carriage
9763.2666015625,Childe Hassam,"Horse Drawn Cabs at Evening, New York, c.1890"
3931.537353515625,Henri De Toulouse-Lautrec,Horse Fighting His Groom
18184736.0,Franz Marc,Horse In A Landscape
86853864.0,George Stubbs,"Horses Fighting, 1791"
158337.578125,Theodore Gericault,Horses
256249.53125,Henri De Toulouse-Lautrec,Horsewoman
3931.537353515625,Paul Cezanne,Hortense Breast Feeding Paul
2727381.25,August Macke,House In The Garden
132107.5,Paul Cezanne,House Of The Hanged Man Auvers Sur Oise
320580.84375,Paul Cezanne,Houses In Provence The Riaux Valley Near L Estaque
303618.59375,Egon Schiele,Houses With Laundry Aka Seeburg II
54161.0546875,Oene Romkes De Jongh,Houses along a treelined path
7772469.0,Ernst Ludwig Kirchner,Houses in Dresden
6660.39501953125,Sir Joseph Noel Paton,How an Angel rowed Sir Galahad across the Dern Mere
20912.33203125,Martin Johnson Heade,Hummingbird And Orchid Sun Breaking Through The Clouds
10830.970703125,John Tenniel,"Humpty Dumpty, illustration for the nursery rhyme by Lewis Carroll 1832-98"
3031398.75,John Tenniel,"Humpty Dumpty, illustration from Through the Looking Glass by Lewis Carroll 1832-98 first published 1871"
99100.8125,Sir Joseph Noel Paton,I Wonder who Lived in There
6714526.0,Paul Gauguin,Ia Orana Maria Aka Hail Mary
39370.36328125,Frederic Edwin Church,Iceberg Fantasy
9347.517578125,Mary Cassatt,Ida
3931.537353515625,John William Godward,Idleness II
22885.515625,Lord Frederick Leighton,Idyll
40550.75,Paul Cezanne,Ile De France Landscape2
163014.828125,Paul Signac,"Ile de la Cite, Paris, 1912"
82729.5234375,Arthur Rackham,Illustration from Alices Adventures in Wonderland by Lewis Carroll 1832-98 1907
873428.375,William Blake,"Illustrations of the Book of Job- Job accepting Charity, 1825"
32828778.0,William Blake,"Illustrations of the Book of Job- Satan smiting Job with Sore Boils, 1825"
119851.390625,Anton Raphael Mengs,Immaculate Conception
328151.28125,Claude Oscar Monet,Impression Sunrise
194091.953125,Sir Joseph Noel Paton,In Memoraim 1858
8999.0439453125,George Inness,In The Berkshires
44674.2421875,Berthe Morisot,In The Dining Room 1886
20917.5390625,Henri De Toulouse-Lautrec,In The Restaurant La Mie
3931.537353515625,John William Godward,In The Tepidarium
4752610.5,Marianne Preindelsberger Stokes,In a Field of Buttercups
600914.9375,Berthe Morisot,In a Park 1874
1207923.875,Robert Frederick Blum,In the Gondola
7226610.0,Mary Cassatt,In the Omnibus (The Tramway) 1891
949871104.0,William Merritt Chase,"In the Park, Paris"
50451.88671875,Grant Wood,In the Spring
4024044.5,Louis Anquetin,In the Street
867265.5625,Sir Lawrence Alma-Tadema,In the Tepidarium
5481.884765625,English Provincial School,In the farmyard
231204672.0,Paul-Gustave Fischer,In the train compartment
3931.537353515625,Albert Edelfelt,In the water
181008.359375,Gilbert Gaul,Indian Encampment Montana
105834.0625,Albert Bierstadt,"Indian Encampment, Shoshone Village"
407774.84375,William Holbrook Beard,Indian Idyl
456135.96875,Gilbert Gaul,Indian Meditation
467015.6875,Gilbert Gaul,Indian Scout
1208825.0,Childe Hassam,"Indian Summer in Colonial Days, 1899"
10228845.0,August Macke,Indians
106313.265625,William Blake,"Inferno, Canto VIII, 30-64, Virgil repelling Filippo Argenti from the Boat"
2742195.0,Sandro Botticelli,"Inferno, Canto XVIII 1480s"
16986932.0,Sandro Botticelli,"Inferno, Canto XXXIV (detail) 1480s"
626338.8125,Joseph Nash,Inlaid Chamber Sizergh Westmoreland 1849
337785.8125,Sir Lawrence Alma-Tadema,Interior Of The Church Of San Clemente Rome
189136.765625,Joseph Nash,Interior View of the Crystal Palace Hyde Park
12930.7001953125,Joseph Nash,Interior of the Great Hall 1849
139275.953125,Joseph Nash,Interior of the Great Parlour
12792.953125,Salvador Dali,Inventions of the Monsters
3931.537353515625,Victor Honore Janssens,Io Recognised by Her Father
3931.537353515625,Correggio (Antonio Allegri),Io
69909.1015625,Claude Oscar Monet,Irises In Monets Garden
218087.8125,William Blake,Isaac Newton 1795
993756.9375,Paul Signac,"Istanbul, 1907"
40803896.0,Jean-Antoine Watteau,Italian Comedians c. 1720
8459.1982421875,John Singer Sargent,Italian Girl with Fan
2800.408203125,Eugene Delacroix,Jacob Wrestling with the Angel (detail) 1854-61
659139.375,Jacopo Tintoretto,"Jacopo Sansovino 1486-1570, originally Tatti, sculptor and State architect in Venice"
61430.12890625,Allan Ramsay,James Fitzgerald 1722-73 20th Earl of Kildare
4281.58544921875,Sir Henry Raeburn,James Watt
719984.6875,Grant Wood,January
9723.998046875,William Merritt Chase,Japanese Print
1539729.0,Robert Frederick Blum,Japanese Tea Party
204277.734375,Raja Ravi Varma,Jatayu Vadha
419325.78125,Allan Ramsay,"Jean-Jacques Rousseau, 1766"
2028853248.0,William Blake,"Jerusalem The Emanation of the Giant Albion- plate 76 Albion before Christ crucified on the Tree of Knowledge and Good and Evil, 1804-20"
44432.0546875,Thomas Ralph Spence,Jerusalem View
130113.3359375,Frederic Edwin Church,Jerusalem from the Mount of Olives I
2706316.75,Robert Henri,Jessica Penn In Black With White Plumes
405717.0,Edouard Manet,Jesus Mocked by the Soldiers
733192.875,Paolo Veronese (Caliari),Jesus among the Doctors in the Temple 1558
203074144.0,Paolo Veronese (Caliari),Jesus and the Centurion
80161.875,Charles Christian Nahl,Joaquin Murieta
3931.537353515625,William Blake,Job And His Daughters 1823-26
49804.6015625,Edgar Degas,"Jockeys Before the Race, c.1878-79"
123528.8125,Thomas Gainsborough,Johann Christian Fischer c. 1780
21429.78515625,Thomas Gainsborough,John Augustus Lord Hervey
519592.9375,Charles Robert Leslie,Jourdain Fences his Maid Nicole with his Wife Looking on
810.3071899414062,Anton Raphael Mengs,Judgement of Paris
229919.109375,Caravaggio,Judith Beheading Holofernes (detail 1) c. 1598
3931.537353515625,Lorenzo Lippi,Judith
212908.6875,Berthe Morisot,Julie Manet Reading In A Chaise Lounge
353642.90625,Berthe Morisot,Julie Manet and her Nurse
1490588.5,Childe Hassam,July Night
1999660.125,Peter Paul Rubens,Jupiter and Callisto 1613
1882.99853515625,Correggio (Antonio Allegri),Jupiter and Io (Giove e Io)
442514.65625,Correggio (Antonio Allegri),Jupiter and Io
23304.533203125,Jean-Honore Fragonard,Jupiter and Io
3931.537353515625,Annibale Carracci,Jupiter and Juno
155636.34375,Robert Frederick Blum,Kabuki Dancers
9606.4580078125,Wilhelm Kuhnert,Kafferbuffel Sichernd (Buffalo On The Alert)
4588141.0,August Macke,Kairouan
1241037.125,Istvan Csok,Kakashill 1947
9834.015625,Carl Larsson,Karin and Kersti
48152.31640625,Carl Larsson,Karin reading
250503.390625,Charles Robert Leslie,Katherine Of Aragon In Her Bed Chamer At Kimbolton Castle
128469.984375,Henriette Ronner-Knip,Katjesspel
719819.875,Raja Ravi Varma,Keechaka and Sairandhri 2
11555.2109375,"Bartlett, William Henry","Kenbaan Castle, Near Ballycastle, County Antrim, Northern Ireland"
22144.900390625,John Linnell,Kensington Gravel Pits
62868.9765625,Albert Edelfelt,"Kesailta Haikon Selalla (Summer Evening, Over Haiko Fjord)"
709146.9375,William Merritt Chase,Keying Up - the Court Jester
13292.06640625,Joseph Mallord William Turner,Kilchern Castle With The Cruchan Ben Mountains Scotland Noon
57839.2890625,"Bartlett, William Henry","Kilcolman Castle, County Cork, Ireland"
41521.890625,William (Turner of Oxford) Turner,"Kilgerran Castle On The River Teivy, Pembrokeshire"
20061.064453125,"Bartlett, William Henry","Killarney, Old Weir Bridge, County Killarney, Ireland"
230293.25,Sir David Wilkie,"King Alfred burning the cakes, 1806"
328.3736877441406,"(after) Dyck, Sir Anthony van",King Charles I 1600-49 and his Family
5709924.5,Claudio Coello,King Charles II 1675-80
5711662.0,Allan Ramsay,King George III 1738-1820
910683.3125,Thomas Gainsborough,King George III
13526.130859375,Paul Sandby,"King Johns Palace, Eltham - Retrieving a Kite, 1788"
2678.8203125,Arthur Rackham,King Midas
2284.14599609375,Henriette Ronner-Knip,Kitten by a cloisonne jardiniere
56753.8515625,Horatio Henry Couldery,Kittens
3931.537353515625,Lord Frederick Leighton,Kittens
9079.3525390625,Sir Joshua Reynolds,Kitty Fisher 1741-67
36943.47265625,Tamara de Lempicka,"Kizette in Pink, c.1926"
1153243.375,Arthur Rackham,"Knave before the King and Queen of Hearts, illustration to Alices Adventures in Wonderland by Lewis Carroll 1832-98 1907"
3931.537353515625,Egon Schiele,Kneeling Female Nude Back View
3931.537353515625,Jean-Antoine Watteau,Kneeling Male Nude
76697.2109375,Charles Robert Leslie,Knocking at the Door
589.377197265625,John William Godward,Knuckle bones
5396.77783203125,Oene Romkes De Jongh,"Kolkje, Amsterdam, in winter"
94928.953125,Frederic Edwin Church,"Konigsee, Bavaria"
31885.5234375,Wilhelm Kuhnert,Kurze Rast (Halt In The Desert)
511480.8125,Edgar Degas,L Etoile
1441869.125,Tiziano Vecellio,La Bella
11596749.0,Sir Joseph Noel Paton,La Belle Dame Sans Merci The Story of Thomas Rhymer
33380.38671875,Bartolome Esteban Murillo,La Dolorosa
14206277.0,Raphael,La Donna Velata 1516
41131.19921875,Gabriel Joseph Marie Augustin Ferrier,La Femme Avec La Horloge
315152.3125,Jean-Honore Fragonard,La Gimblette Girl with a Dog
562730.3125,Pierre Auguste Renoir,La Grenouillere2
765767.25,William-Adolphe Bouguereau,La Jeunesse de Bacchus (The Youth of Bacchus)
154622.796875,Jean-Francois Millet,"La Meridienne, or Le Midi"
37572824.0,Tamara de Lempicka,La Musicienne
284784.5625,Georg Balthasar Probst,"La Piazza Navona Di Rome, Veduta Della Chiesa Di S. Giovani Di Laterano A Roma"
136006.8125,Canaletto,La Piazza della Signoria a Firenze
633547584.0,Sandro Botticelli,La Primavera (Allegory of Spring)
13024731.0,Robert Henri,La Reina Mora
4905701.5,Gustave Courbet,"La Rencontre, or Bonjour Monsieur Courbet, 1854"
3931.537353515625,Auguste Rodin,La Ronde
447591.71875,Claudio Coello,La Sagrada Forma 1685-90
32666.423828125,James Jacques Joseph Tissot,La Soeur Ainee (The Elder Sister)
152810.734375,Gustave Courbet,La Trombe
175927.875,William-Adolphe Bouguereau,La Vierge au Lys (The Virgin of the Lilies)
3931.537353515625,Jean-Baptiste-Camille Corot,"La Zingara, c.1865"
3931.537353515625,Correggio (Antonio Allegri),La Zingarella 2
18679782.0,Paul Signac,La calanque (The bay)
436085.59375,Camille Pissarro,La fenaison
139211760.0,Joaquin Sorolla y Bastida,La pesca del atun - Ayamonte (The Tuna Catch - Ayamonte)
4154.396484375,Sir Joshua Reynolds,Lady Elizabeth Delme and her Children
811958.4375,Thomas Gainsborough,Lady Elizabeth Foster 1758-1824 later Elizabeth Cavendish Duchess of Devonshire
4213.779296875,Sir Joshua Reynolds,Lady Elizabeth Seymour Conway
213777.859375,Thomas Gainsborough,"Lady Georgiana Cavendish, Duchess of Devonshire"
12967.9697265625,Raja Ravi Varma,Lady Going for Pooja
1706504.125,Raja Ravi Varma,Lady Holding a Fruit
3931.537353515625,(after) William Etty,Lady In A White Dress
42896.0234375,Charles Robert Leslie,Lady Jane Greys reluctance to accept the crown Sion House
1333107.875,Raja Ravi Varma,Lady Playing the Veena
579547.1875,Raja Ravi Varma,Lady Resting on the Pillow
93224.9765625,William Henry Hunt,Lady Sewing
1177665.875,Jan Vermeer Van Delft,Lady Standing at a Virginal c. 1670
2177.480224609375,Allan Ramsay,"Lady Susan Fox-Strangways, 1761"
2020138.875,John Linnell,Lady Torrens and Her Family 1820
3666615.25,Raphael,Lady With A Unicorn
945090.5625,Jan Vermeer Van Delft,Lady Writing a Letter with Her Maid (detail-1) c. 1670
326118.125,Jan Vermeer Van Delft,Lady Writing a Letter with Her Maid c. 1670
365803.875,Berthe Morisot,Lady at her Toilet 1875
7656953.0,Joseph Farquharson,Lady at the Piano
110996072.0,Tamara de Lempicka,"Lady in Blue with Guitar, 1929"
2786741.5,Raja Ravi Varma,Lady in Her Dressing Room
244532.734375,Paolo Veronese (Caliari),Lady or St. Agnes
1140428160.0,Raja Ravi Varma,Lady with Flower Garland
13929561.0,Jan Vermeer Van Delft,Lady with Her Maidservant Holding a Letter
9013.45703125,Joseph Mallord William Turner,Lake Thun
10454.02734375,Albert Bierstadt,"Lake View, Italian Alps"
423300.34375,Sandro Botticelli,Lamentation over the Dead Christ with Saints c. 1490
25619.9296875,Frederic Edwin Church,Landscape In Greece
181111.265625,Egon Schiele,Landscape In Lower Austria
27398.291015625,Gustav Klimt,Landscape Of A Garden
119605.7890625,Vincent Van Gogh,Landscape Under A Stormy Sky
159329.4375,John Constable,Landscape With A Double Rainbow
28414.98828125,(after) Harmenszoon Van Rijn Rembrandt,Landscape With A Farm
2120971.5,Armand Guillaumin,Landscape With Small Houses
2412413.75,Paul Cezanne,Landscape With Viaduct Mont Sainte Victoire
60055.3671875,Leonardo Da Vinci,Landscape drawing for Santa Maria della Neve on 5th August 1473
50004660.0,Camille Pissarro,"Landscape under Snow, Upper Norwood"
120522.828125,Salvador Dali,Landscape with Butterflies
145089.375,Caspar David Friedrich,Landscape with Crumbling Wall
7051689.5,Charles-Francois Daubigny,Landscape with Ducks
59360.96484375,Camille Pissarro,"Landscape with House in the Woods in Saint Thomas, Antilles"
4134396.0,Nicolas Poussin,"Landscape with Numa Pompilius and the Nymph Egeria, 1624-27"
1117253.375,George Inness,Landscape with Sheep 2
38543.9375,Paul Sandby,"Landscape with a Castle, 1808"
13442769.0,Pieter the Elder Bruegel,Landscape with the Fall of Icarus c. 1558
71149.8515625,Pieter the Elder Bruegel,Landscape with the Flight into Egypt 1563
756020.5625,Peter Paul Rubens,Laocoon And His Sons
163733.25,Giotto Di Bondone,Last Judgment (detail 14) 1306
3931.537353515625,Michelangelo Buonarroti,Last Judgment
65138.3984375,Leonardo Da Vinci,Last Supper (copy) 16th century
415305.78125,Giotto Di Bondone,Last Supper 1320-25
119955.109375,Childe Hassam,"Late Afternoon, New York, Winter, 1900"
48649.765625,Robert Henri,Laughing Gypsy Girl
3931.537353515625,Henri De Toulouse-Lautrec,Le Belle et la Bete - Le Besigue
1540564.625,Jean-Antoine Watteau,Le Faux Pas
75869.90625,William-Adolphe Bouguereau,Le Jeune Mendiants (Young Beggars)
98147.65625,Rosa Bonheur,Le Labourage 1844
2193.345703125,Edouard   Vuillard,Le Petit Dejeuner
10354.52734375,Pierre Auguste Renoir,Le Pont Neuf Paris
3931.537353515625,William-Adolphe Bouguereau,Le Ravissement de Psyche (The Rapture of Psyche)
3931.537353515625,Gustave Courbet,"Le Sommeil, 1866"
73820.3515625,Jean-Honore Fragonard,Le Verrou
82934.984375,Louis Anquetin,Le feu
3931.537353515625,Louis Anquetin,Le sommeil
10937547.0,Gilbert Gaul,Leaving Home
3931.537353515625,Leonardo Da Vinci,Leda and the Swan 1503-07
3931.537353515625,Paul Cezanne,Leda and the Swan
1362.3216552734375,Theodore Gericault,Leda and the Swan
1927089.5,Jacopo Tintoretto,"Leda and the Swan, c.1570"
104205.2890625,Correggio (Antonio Allegri),Leda with the Swan 1531
3931.537353515625,George Stubbs,"Leopards at Play, c.1763-8"
32339.375,Jean-Antoine Watteau,Les Charmes de la Vie (The Music Party) c. 1718
3931.537353515625,Tamara de Lempicka,Les Deux Amies
1700.888671875,Gabriel Joseph Marie Augustin Ferrier,Les Fumeurs De Kiff
228508.078125,Gaston de La Touche,Les Pivoines
694913.0,Louis Anquetin,Les Rousses De Maison Close
3931.537353515625,Auguste Rodin,Les amants
9926.013671875,Louis Anquetin,Les elegantes aux courses
30607.095703125,Georges Lacombe,Les trois Bigoudenes dans la foret
2170.476806640625,Arthur Heyer,Let Sleeping Dogs Lie
15130.2392578125,Joseph Farquharson,Letterfern on Loch Duich
229955.296875,Charles-Francois Daubigny,Lever de lune (Moonrise)
345769.1875,Eugene Delacroix,Liberty Leading the People
16848.431640625,Edouard   Vuillard,Library
47541.015625,English Provincial School,Lichfield Cathedral
72987.1796875,Lord Frederick Leighton,Lieder Ohne Worte (Songs Without Words)
536195.4375,William Holbrook Beard,Life in the Forest
9690.734375,Joseph Mallord William Turner,"Lifeboat and Manby Apparatus going off to a stranded vessel making signal blue lights of distress , c.1831"
989106.0,Lord Frederick Leighton,Light Of The Harem
9049439.0,Paul Signac,Lighthouse Groix
566252.6875,Rosa Bonheur,Lion (The Look Out)
24621.650390625,George Stubbs,Lion Devouring a Horse 1763
17290.916015625,Wilhelm Kuhnert,Lion Head Study
54934148.0,Peter Paul Rubens,Lion Hunt c. 1621
31235.123046875,Wilhelm Kuhnert,Lion Reclining in a Rocky Landscape
582.0343017578125,Wilhelm Kuhnert,Lion and Lioness on a Rocky Outcrop
30672594.0,Rosa Bonheur,Lion
129187.375,Wilhelm Kuhnert,Lions On The Hunt
3931.537353515625,Carl Larsson,Lisbeth Prepares A Bath
59481.2734375,Carl Larsson,Lisbeth
19466.263671875,Berthe Morisot,Little Girl In A Blue Dress
441001.375,Berthe Morisot,Little Girl Sitting On The Grass
30895658.0,Egon Schiele,Little Girl With Blond Hair In A Red Dress
1567838.0,Sir Henry Raeburn,"Little Girl with Flowers or Innocence, Portrait of Nancy Graham"
377317.8125,Childe Hassam,"Little Old Cottage, Egypt Lane, East Hampton"
14280.70703125,William (Turner of Oxford) Turner,"Loch Duich, Summer Moonlight"
5559.6376953125,William (Turner of Oxford) Turner,Loch Lomond
3211.077392578125,Charles Henri Leickert,Lomer
9304.5517578125,Paul Sandby,"London Cries A Milkmaid, c.1759"
283871.875,Paul Sandby,"London Cries A Muffin Man, c.1759"
55861.875,Georg Balthasar Probst,London
6612.7939453125,"Bartlett, William Henry","Londonderry, County Londonderry, Northern Ireland"
17.94523811340332,Charles Robert Leslie,Londoners Gypsying 1820
14099029.0,Albert Bierstadt,"Looking Down Yosemite Valley, California"
602371.6875,John Singer Sargent,Lord Dalhousie
3931.537353515625,Thomas Gainsborough,Lord Hastings 1732-1818 Governor of India
1097.5423583984375,Sir Joshua Reynolds,Lord Heathfield of Gibraltar
69469.796875,Lorenzo Lippi,Lot and His Daughters
1570380.5,Albert Edelfelt,Louis Pasteur
1391526.875,Angelica Kauffmann,Louisa Hammond
3931.537353515625,Egon Schiele,Lovers Man And Woman I
4061155.75,William Henry Hunt,Loves Missive
178980.9375,Wilhelm Kuhnert,Lowen In Verbrannter Steppe (Lions In A Burnt Steppe)
3228.44482421875,Wilhelm Kuhnert,Lowenhohle (The Lion Den)
